object_name,object_type,collection_path,all_collections,parent,triangles,vertices,material,hide_viewport,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,centroid_x,centroid_y,centroid_z
Anterior border of radius.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Radius.r,0,0,Text,0,-0.2706,-0.0202,1.036,-0.2279,-0.0202,1.0381,-0.2492,-0.0202,1.037
Anterior border of tibia.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior border of tibia.s,0,2,,1,0.0854,-0.0346,0.3175,0.0854,0.0011,0.318,0.0854,-0.0167,0.3178
Anterior border of tibia.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior border of tibia.t,0,2,,0,-0.0854,-0.0346,0.3175,-0.0854,0.0011,0.318,-0.0854,-0.0167,0.3178
Anterior border of tibia.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Tibia.l,0,0,Text,1,0.0657,-0.0346,0.3185,0.1051,-0.0346,0.3206,0.0854,-0.0346,0.3196
Anterior border of tibia.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Tibia.r,0,0,Text,0,-0.1051,-0.0346,0.3185,-0.0657,-0.0346,0.3206,-0.0854,-0.0346,0.3196
Anterior border of ulna.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior border of ulna.s,0,2,,1,0.2293,-0.0006,1.027,0.2293,0.0267,1.0275,0.2293,0.013,1.0273
Anterior border of ulna.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior border of ulna.t,0,2,,0,-0.2293,-0.0006,1.027,-0.2293,0.0267,1.0275,-0.2293,0.013,1.0273
Anterior border of ulna.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Ulna.l,0,0,Text,1,0.2091,-0.0006,1.028,0.2495,-0.0006,1.0301,0.2293,-0.0006,1.029
Anterior border of ulna.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Ulna.r,0,0,Text,0,-0.2495,-0.0006,1.028,-0.2091,-0.0006,1.0301,-0.2293,-0.0006,1.029
Anterior cells of ethmoid bone.l,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system,Ethmoid bone,136,72,,0,0.0054,-0.0627,1.5811,0.0126,-0.055,1.5953,0.009,-0.0589,1.5882
Anterior cells of ethmoid bone.r,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system,Ethmoid bone,136,72,,0,-0.0126,-0.0627,1.5811,-0.0054,-0.055,1.5953,-0.009,-0.0589,1.5882
Anterior clinoid process.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Cranium/Bones of cranium/Sphenoid bone/Lesser wing,Anterior clinoid process.t,0,2,,0,0.0134,-0.0194,1.6029,0.0144,-0.0124,1.6185,0.0139,-0.0159,1.6107
Anterior clinoid process.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Cranium/Bones of cranium/Sphenoid bone/Lesser wing,Sphenoid bone,0,0,Text,0,0.0002,-0.0124,1.6199,0.0285,-0.0124,1.6214,0.0143,-0.0124,1.6207
Anterior gluteal line.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior gluteal line.s,0,2,,1,0.1319,0.0132,0.9687,0.1596,0.0372,0.9688,0.1458,0.0252,0.9687
Anterior gluteal line.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior gluteal line.t,0,2,,0,-0.1319,0.0132,0.9687,-0.1041,0.0372,0.9688,-0.118,0.0252,0.9687
Anterior gluteal line.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Hip bone.l,0,0,Text,1,0.1145,0.0372,0.9692,0.1492,0.0372,0.9713,0.1318,0.0372,0.9702
Anterior gluteal line.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Hip bone.r,0,0,Text,0,-0.1493,0.0372,0.9692,-0.1146,0.0372,0.9713,-0.1319,0.0372,0.9702
Anterior inferior iliac spine.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior inferior iliac spine.s,0,2,,1,0.1006,-0.0568,0.8885,0.1073,-0.0237,0.8886,0.1039,-0.0403,0.8886
Anterior inferior iliac spine.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior inferior iliac spine.t,0,2,,0,-0.1006,-0.0568,0.8885,-0.0938,-0.0237,0.8886,-0.0972,-0.0403,0.8886
Anterior inferior iliac spine.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Hip bone.l,0,0,Text,1,0.0783,-0.0568,0.889,0.1227,-0.0568,0.8911,0.1005,-0.0568,0.8901
Anterior inferior iliac spine.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Hip bone.r,0,0,Text,0,-0.1228,-0.0568,0.889,-0.0784,-0.0568,0.8911,-0.1006,-0.0568,0.8901
Anterior intercondylar area.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior intercondylar area.s,0,2,,1,0.0666,0.0205,0.4301,0.0666,0.0205,0.468,0.0666,0.0205,0.4491
Anterior intercondylar area.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior intercondylar area.t,0,2,,0,-0.0666,0.0205,0.4301,-0.0666,0.0205,0.468,-0.0666,0.0205,0.4491
Anterior intercondylar area.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Tibia.l,0,0,Text,1,0.0426,0.0205,0.4685,0.0906,0.0205,0.4706,0.0666,0.0205,0.4696
Anterior intercondylar area.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Tibia.r,0,0,Text,0,-0.0906,0.0205,0.4685,-0.0426,0.0205,0.4706,-0.0666,0.0205,0.4696
Anterior limb of stapes.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Auditory ossicles/Stapes,Anterior limb of stapes.s,0,2,,1,0.0432,0.0038,1.5744,0.0432,0.0038,1.5796,0.0432,0.0038,1.577
Anterior limb of stapes.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Auditory ossicles/Stapes,Anterior limb of stapes.t,0,2,,0,-0.0432,0.0038,1.5796,-0.0431,0.0038,1.5806,-0.0432,0.0038,1.5801
Anterior limb of stapes.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Auditory ossicles/Stapes,Stapes.l,0,0,Text,1,0.0413,0.0038,1.5794,0.045,0.0038,1.5796,0.0431,0.0038,1.5795
Anterior limb of stapes.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Auditory ossicles/Stapes,Stapes.r,0,0,Text,0,-0.045,0.0038,1.5794,-0.0413,0.0038,1.5796,-0.0432,0.0038,1.5795
Anterior obturator tubercle.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior obturator tubercle.s,0,2,,1,0.0519,-0.0351,0.8335,0.0749,-0.0202,0.8415,0.0634,-0.0277,0.8375
Anterior obturator tubercle.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior obturator tubercle.t,0,2,,0,-0.0519,-0.0351,0.8335,-0.029,-0.0202,0.8415,-0.0405,-0.0277,0.8375
Anterior obturator tubercle.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Hip bone.l,0,0,Text,1,0.0351,-0.0349,0.831,0.0688,-0.0349,0.8325,0.0519,-0.0349,0.8317
Anterior obturator tubercle.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Hip bone.r,0,0,Text,0,-0.0688,-0.0349,0.831,-0.0351,-0.0349,0.8325,-0.052,-0.0349,0.8317
Anterior process of calcaneus.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Skeletal system/Bones of lower limb/Bones of free lower limb/Bones of foot/Tarsal bones/Calcaneus | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right foot,Anterior process of calcaneus.s,0,2,,1,0.1313,0.0317,0.014,0.1313,0.0317,0.0479,0.1313,0.0317,0.031
Anterior process of calcaneus.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Skeletal system/Bones of lower limb/Bones of free lower limb/Bones of foot/Tarsal bones/Calcaneus | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right foot | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb,Anterior process of calcaneus.t,0,2,,0,-0.1313,0.0317,0.0478,-0.1011,0.0317,0.0479,-0.1162,0.0317,0.0479
Anterior process of calcaneus.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Skeletal system/Bones of lower limb/Bones of free lower limb/Bones of foot/Tarsal bones/Calcaneus | Scene Collection/Bonus collection/Regions of human body/Main divisions/Left lower limb | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right foot,Calcaneus.l,0,0,Text,1,0.1137,0.0317,0.049,0.1487,0.0317,0.0504,0.1312,0.0317,0.0497
Anterior process of calcaneus.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Skeletal system/Bones of lower limb/Bones of free lower limb/Bones of foot/Tarsal bones/Calcaneus | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right foot | Scene Collection/Bonus collection/Regions of human body/Main divisions/Right lower limb,Calcaneus.r,0,0,Text,0,-0.1488,0.0317,0.049,-0.1138,0.0317,0.0504,-0.1313,0.0317,0.0497
Anterior process of malleus.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Auditory ossicles/Malleus,Anterior process of malleus.s,0,2,,1,0.0486,-0.0001,1.5331,0.0486,-0.0001,1.5829,0.0486,-0.0001,1.558
Anterior process of malleus.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Auditory ossicles/Malleus,Anterior process of malleus.t,0,2,,0,-0.0486,-0.0001,1.5829,-0.0486,0.0032,1.5829,-0.0486,0.0015,1.5829
Anterior process of malleus.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Auditory ossicles/Malleus,Malleus.l,0,0,Text,1,0.0463,-0.0001,1.5831,0.0509,-0.0001,1.5833,0.0486,-0.0001,1.5832
Anterior process of malleus.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Auditory ossicles/Malleus,Malleus.r,0,0,Text,0,-0.0509,-0.0001,1.5831,-0.0463,-0.0001,1.5833,-0.0486,-0.0001,1.5832
Anterior sacral foramina.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system,Anterior sacral foramina.t,0,2,,0,-0.0263,0.0474,0.8982,-0.0167,0.0741,0.9067,-0.0215,0.0607,0.9024
Anterior sacral foramina.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system,Sacrum,0,0,Text,0,-0.0473,0.0474,0.8967,-0.0053,0.0474,0.8988,-0.0263,0.0474,0.8977
Anterior superior iliac spine.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior superior iliac spine.s,0,2,,1,0.1206,-0.0925,0.945,0.1206,-0.0559,0.945,0.1206,-0.0742,0.945
Anterior superior iliac spine.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior superior iliac spine.t,0,2,,0,-0.1206,-0.0925,0.945,-0.1206,-0.0559,0.945,-0.1206,-0.0742,0.945
Anterior superior iliac spine.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Hip bone.l,0,0,Text,1,0.0982,-0.0925,0.9455,0.143,-0.0925,0.9476,0.1206,-0.0925,0.9465
Anterior superior iliac spine.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Hip bone.r,0,0,Text,0,-0.1431,-0.0925,0.9455,-0.0983,-0.0925,0.9476,-0.1207,-0.0925,0.9465
Anterior surface of petrous part.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Axial skeleton | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Anterior surface of petrous part.s,0,2,,1,0.0335,-0.0275,1.5666,0.0335,-0.0275,1.586,0.0335,-0.0275,1.5763
Anterior surface of petrous part.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Axial skeleton | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Anterior surface of petrous part.t,0,2,,0,-0.0335,-0.0275,1.5859,-0.0335,-0.0002,1.586,-0.0335,-0.0138,1.5859
Anterior surface of petrous part.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Axial skeleton | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Temporal bone.l,0,0,Text,1,0.0227,-0.0275,1.5866,0.0442,-0.0275,1.5874,0.0335,-0.0275,1.587
Anterior surface of petrous part.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Axial skeleton | Scene Collection/Bonus collection | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head,Temporal bone.r,0,0,Text,0,-0.0442,-0.0275,1.5866,-0.0227,-0.0275,1.5874,-0.0335,-0.0275,1.587
Anterior surface of radius.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior surface of radius.s,0,2,,1,0.2641,-0.0446,0.9183,0.2641,-0.0009,0.9192,0.2641,-0.0228,0.9187
Anterior surface of radius.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Anterior surface of radius.t,0,2,,0,-0.2641,-0.0446,0.9183,-0.2641,-0.0012,0.9192,-0.2641,-0.0229,0.9187
Anterior surface of radius.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Radius.l,0,0,Text,1,0.2423,-0.0449,0.9197,0.2858,-0.0449,0.9218,0.2641,-0.0449,0.9207
Anterior surface of radius.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection,Radius.r,0,0,Text,0,-0.2859,-0.0449,0.9197,-0.2424,-0.0449,0.9218,-0.2642,-0.0449,0.9207
Anterior teeth.g,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Axial skeleton | Scene Collection/Bonus collection/Regions of human body/Main divisions/Head | Scene Collection/Bonus collection/Skeletal system/Teeth,Teeth.g,0,0,Text,0,-0.0121,-0.136,1.5286,0.0118,-0.136,1.5307,-0.0001,-0.136,1.5296
Anterior tubercle of atlas.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Vertebral column/Bones of vertebral column/Cervical vertebrae/Atlas,Anterior tubercle of atlas.t,0,2,,0,0.0,-0.0273,1.5392,0.0,-0.003,1.5396,0.0,-0.0152,1.5394
Anterior tubercle of atlas.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Vertebral column/Bones of vertebral column/Cervical vertebrae/Atlas,Atlas (C1),0,0,Text,0,-0.0152,-0.0273,1.54,0.0152,-0.0273,1.5414,0.0,-0.0273,1.5407
Anterior tubercle of transverse process.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Vertebral column/Bones of vertebral column/Cervical vertebrae/Cervical vertebra,Anterior tubercle of transverse process.t,0,2,,0,-0.0205,-0.0015,1.4994,-0.0194,0.0068,1.5071,-0.0199,0.0026,1.5033
Anterior tubercle of transverse process.t,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Vertebral column/Bones of vertebral column/Cervical vertebrae/Cervical vertebra,Vertebra C4,0,0,Text,0,-0.0531,-0.0015,1.5076,0.012,-0.0015,1.5097,-0.0205,-0.0015,1.5086
Anterolateral surface of arytenoid cartilage.i,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Laryngeal cartilages/Arytenoid cartilage/Anterolateral surface of arytenoid cartilage | Scene Collection/Bonus collection,Anterolateral surface of arytenoid cartilage.s,0,2,,1,0.0095,-0.0104,1.472,0.0095,-0.0104,1.4769,0.0095,-0.0104,1.4744
Anterolateral surface of arytenoid cartilage.j,MESH,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Laryngeal cartilages/Arytenoid cartilage/Anterolateral surface of arytenoid cartilage | Scene Collection/Bonus collection,Anterolateral surface of arytenoid cartilage.t,0,2,,0,-0.0095,-0.0104,1.4769,-0.0056,-0.0069,1.4769,-0.0075,-0.0086,1.4769
Anterolateral surface of arytenoid cartilage.s,FONT,Scene Collection/1: Skeletal system,Scene Collection/1: Skeletal system | Scene Collection/Bonus collection/Skeletal system/Laryngeal cartilages/Arytenoid cartilage/Anterolateral surface of arytenoid cartilage | Scene Collection/Bonus collection,Arytenoid cartilage.l,0,0,Text,1,0.0057,-0.0104,1.477,0.0132,-0.0104,1.4772,0.0094,-0.0104,1.4771
